City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Saldanha,ZA,-33.0117,17.9442,57.25,78,100,10.69,overcast clouds
457,Lupiro,TZ,-8.3833,36.6667,70.83,93,31,1.57,scattered clouds
458,Dasoguz,TM,41.8363,59.9666,42.75,81,100,18.41,overcast clouds
459,Olafsvik,IS,64.8945,-23.7142,42.31,96,100,32.44,light rain
460,Camacha,PT,33.0833,-16.3333,56.62,77,40,4.61,scattered clouds
461,Am Timan,TD,11.0297,20.2827,79.61,17,78,7.05,broken clouds
462,Hambantota,LK,6.1241,81.1185,75.54,100,20,2.3,few clouds
463,Gamba,GA,-2.65,10.0,78.08,92,100,5.86,light rain
464,Erzincan,TR,39.75,39.5,19.78,85,17,2.59,few clouds
465,Itarema,BR,-2.9248,-39.9167,76.91,87,99,7.49,overcast clouds
466,Goba,ET,7.0167,39.9833,50.4,87,9,2.04,clear sky
467,Buraydah,SA,26.326,43.975,55.85,27,0,14.18,clear sky
468,Esso,RU,55.9333,158.7,18.37,72,60,3.02,broken clouds
469,Perez,AR,-32.9983,-60.7679,63.05,81,20,11.5,few clouds
470,Omsukchan,RU,62.5333,155.8,7.16,77,100,4.99,overcast clouds
471,Dingzhou,CN,38.5131,114.9956,57.31,23,59,8.05,broken clouds
472,Blagoyevo,RU,63.3667,47.9167,19.58,92,100,8.75,overcast clouds
473,Yetkul,RU,54.8221,61.588,0.95,96,13,3.56,few clouds
474,Dongfeng,CN,42.6403,125.5118,45.39,47,87,7.38,overcast clouds
475,Likasi,CD,-10.9814,26.7333,61.54,95,82,1.9,broken clouds
476,Beloha,MG,-25.1667,45.05,72.25,94,60,3.02,light rain
477,Biak,ID,-0.9131,122.8766,84.06,65,99,0.81,overcast clouds
478,Korhogo,CI,9.45,-5.6333,73.38,82,100,5.88,overcast clouds
479,Ambon,ID,-3.6954,128.1814,87.94,70,20,5.75,few clouds
480,Dinar,TR,38.065,30.1656,31.96,79,66,2.19,broken clouds
481,Tucuman,AR,-26.8241,-65.2226,59.0,67,0,6.91,clear sky
482,Todos Santos,MX,23.45,-110.2167,72.45,67,63,2.08,broken clouds
483,Redmond,US,47.674,-122.1215,59.92,56,100,1.01,overcast clouds
484,Chifeng,CN,42.2683,118.9636,45.14,17,0,10.6,clear sky
485,Kamaishi,JP,39.2667,141.8833,50.36,96,100,17.63,light rain
486,Kulunda,RU,52.566,78.9385,28.35,93,100,14.56,overcast clouds
487,Hellin,ES,38.5106,-1.701,49.5,87,100,21.56,overcast clouds
488,Lebedinyy,RU,58.5167,125.5167,22.55,83,77,4.38,broken clouds
489,Pavilosta,LV,56.8879,21.1859,44.51,82,100,20.71,overcast clouds
490,Naryan-Mar,RU,67.6713,53.087,0.07,95,14,7.0,few clouds
491,La Ronge,CA,55.1001,-105.2842,12.45,37,0,9.22,clear sky
492,Primorsko-Akhtarsk,RU,46.0497,38.1747,37.4,90,14,6.17,few clouds
493,Gaogou,CN,34.0175,119.1886,55.92,46,54,13.06,broken clouds
494,Baykit,RU,61.67,96.37,16.2,94,100,4.38,overcast clouds
495,Razole,IN,16.4833,81.8333,81.61,77,54,3.33,broken clouds
496,Kudahuvadhoo,MV,2.6708,72.8944,81.55,70,0,7.02,clear sky
497,Bonavista,CA,48.6499,-53.1147,29.5,90,100,9.78,overcast clouds
498,Linxia,CN,35.6003,103.2064,39.51,50,100,1.81,overcast clouds
499,Khash,IR,28.2211,61.2158,60.22,23,0,3.89,clear sky
500,Muroto,JP,33.2833,134.15,61.97,95,100,22.12,light rain
501,Vao,NC,-22.6667,167.4833,77.54,64,76,13.35,broken clouds
502,Susuman,RU,62.7833,148.1667,0.73,81,85,2.64,overcast clouds
503,Katsuura,JP,35.1333,140.3,64.42,80,100,24.99,overcast clouds
504,Bubaque,GW,11.2833,-15.8333,76.14,67,3,16.22,clear sky
505,Cururupu,BR,-1.8283,-44.8683,75.09,95,100,2.62,overcast clouds
506,Semnan,IR,35.5729,53.3971,44.44,14,0,2.3,clear sky
507,Oskarshamn,SE,57.2645,16.4484,46.98,79,100,10.47,overcast clouds
508,Ilulissat,GL,69.2167,-51.1,15.82,86,20,0.0,light snow
509,Maoming,CN,21.65,110.9,84.0,68,9,5.75,clear sky
510,Keti Bandar,PK,24.1447,67.4497,76.68,76,0,8.39,clear sky
511,Kutum,SD,14.2,24.6667,57.45,19,76,13.98,broken clouds
512,Katangli,RU,51.7102,143.2326,27.03,98,97,6.51,overcast clouds
513,Yalvac,TR,38.2956,31.1778,36.66,82,99,5.3,overcast clouds
514,Kidal,ML,18.4411,1.4078,82.72,15,65,11.81,broken clouds
515,Izvestkovyy,RU,48.9833,131.55,32.09,91,100,5.61,light snow
516,Juegang,CN,32.3174,121.1855,56.98,78,87,17.72,overcast clouds
517,Reshetnikovo,RU,56.45,36.5667,36.9,90,100,13.06,light rain
518,Dutlwe,BW,-23.9833,23.9,61.92,89,42,8.28,scattered clouds
519,Chinhoyi,ZW,-17.3667,30.2,64.0,94,7,2.62,clear sky
520,Abatskoye,RU,56.2875,70.4555,6.73,94,7,7.78,clear sky
521,Leshukonskoye,RU,64.8989,45.7622,17.78,94,100,7.27,overcast clouds
522,Nanortalik,GL,60.1432,-45.2371,25.66,85,5,4.43,clear sky
523,Zaysan,KZ,47.4667,84.8667,23.65,78,3,0.98,clear sky
524,Gambela,ET,8.25,34.5833,80.04,46,58,2.1,broken clouds
525,Durres,AL,41.3231,19.4414,41.18,75,49,3.62,scattered clouds
526,Boca Do Acre,BR,-8.7522,-67.3978,74.21,98,100,2.93,light rain
527,Makakilo City,US,21.3469,-158.0858,77.32,64,75,11.5,broken clouds
528,Chumikan,RU,54.7183,135.315,28.62,79,12,3.02,few clouds
529,Quickborn,DE,53.7333,9.9,42.28,90,57,1.14,mist
530,Heyang,CN,26.1011,107.473,52.05,89,100,6.98,overcast clouds
531,Paamiut,GL,61.994,-49.6678,15.21,77,63,6.38,broken clouds
532,Alvin,US,29.4238,-95.2441,74.08,58,0,4.61,clear sky
533,Cayenne,GF,4.9333,-52.3333,81.09,1,75,10.36,broken clouds
534,Obregon,NI,11.9566,-85.9636,87.89,55,69,14.09,broken clouds
535,Manggar,ID,-2.8833,108.2667,85.69,66,9,2.24,clear sky
536,Diffa,NE,13.3154,12.6113,74.01,25,0,13.56,clear sky
537,El Dorado,US,38.7666,-120.5177,73.98,71,15,1.36,few clouds
538,Udachnyy,RU,66.4167,112.4,14.45,78,99,5.97,overcast clouds
539,Khani,GE,41.9563,42.9566,29.77,96,100,4.47,light snow
540,Ocotal,NI,13.6321,-86.4752,72.81,74,100,4.72,overcast clouds
541,Matane,CA,48.8286,-67.522,29.48,97,100,13.09,light snow
542,Kruisfontein,ZA,-34.0033,24.7314,56.88,79,100,2.75,overcast clouds
543,Salinas,US,36.6777,-121.6555,61.43,68,0,12.66,clear sky
544,Nenjiang,CN,49.1833,125.2167,30.74,97,100,3.58,overcast clouds
545,Kieta,PG,-6.2167,155.6333,82.56,82,100,9.04,moderate rain
546,Chekhov,RU,55.1431,37.4711,40.89,92,96,10.92,overcast clouds
547,Del Rio,US,29.3627,-100.8968,84.31,7,0,6.91,clear sky
548,Correntina,BR,-13.3433,-44.6367,75.52,56,65,2.73,broken clouds
549,Price,US,39.5994,-110.8107,69.06,15,0,9.22,clear sky
550,Parati,BR,-23.2178,-44.7131,78.91,75,97,3.89,overcast clouds
551,Grindavik,IS,63.8424,-22.4338,45.07,100,100,25.32,light intensity drizzle
552,Ierapetra,GR,35.01,25.7353,56.68,50,0,4.09,clear sky
553,Srisailam,IN,16.0833,78.8667,78.53,58,57,2.98,broken clouds
554,Kendari,ID,-3.945,122.4989,86.04,62,54,5.53,broken clouds
555,Estelle,US,29.8458,-90.1067,69.8,44,0,5.75,clear sky
556,Half Moon Bay,US,37.4636,-122.4286,67.53,76,0,24.16,clear sky
557,Yeppoon,AU,-23.1333,150.7333,82.18,62,100,13.11,overcast clouds
558,Colares,PT,38.7992,-9.4469,59.29,69,54,14.0,broken clouds
559,Zalantun,CN,48.0,122.7167,36.21,52,100,4.97,overcast clouds
560,Punta,PH,8.9897,125.34,81.5,70,100,5.41,overcast clouds
561,Avila,ES,40.5833,-5.0,43.65,97,100,6.38,overcast clouds
562,Fort Saint James,CA,54.4333,-124.25,36.52,74,100,2.21,overcast clouds
563,Tasca,RO,46.9,26.0167,33.01,87,9,3.98,clear sky
564,Acapulco,MX,16.8634,-99.8901,78.62,73,100,8.05,overcast clouds
565,Nieuw Amsterdam,SR,5.8833,-55.0833,80.02,87,42,11.27,scattered clouds
566,Hisai,JP,34.6667,136.4667,64.2,88,100,17.11,light rain
567,Tual,ID,-5.6667,132.75,81.57,77,100,10.6,overcast clouds
568,Bam,IR,29.106,58.357,72.09,21,0,8.23,clear sky
569,Cabatuan,PH,10.8794,122.486,88.2,55,30,11.83,scattered clouds
570,Huoqiu,CN,32.3394,116.2694,54.03,70,92,6.06,overcast clouds
571,Kathmandu,NP,27.7167,85.3167,57.42,77,20,3.44,mist
572,Torit,SS,4.4133,32.5678,74.07,69,61,3.65,broken clouds
573,Paragominas,BR,-2.9667,-47.4833,72.18,98,80,3.18,broken clouds
574,Margate,GB,51.3813,1.3862,47.7,81,0,1.99,clear sky
575,Rantepao,ID,-2.9701,119.8978,81.34,58,94,1.99,overcast clouds
576,Maniitsoq,GL,65.4167,-52.9,11.77,87,97,6.35,overcast clouds
577,Emerald,AU,-23.5333,148.1667,77.14,65,100,6.91,overcast clouds
578,Bhusawal,IN,21.05,75.7667,85.46,25,41,3.42,scattered clouds
579,Galbshtadt,RU,53.2264,78.9845,29.59,96,100,15.82,light snow
580,Quatre Cocos,MU,-20.2078,57.7625,76.08,82,18,7.81,few clouds
581,Wattegama,LK,6.7989,81.4808,77.49,83,37,2.39,scattered clouds
582,Broken Hill,AU,-31.95,141.4333,73.11,40,0,8.05,clear sky
583,Pangai,TO,-19.8,-174.35,82.51,74,75,5.75,broken clouds
584,Caceres,ES,39.522,-6.3748,51.17,83,85,11.95,overcast clouds
585,Norman Wells,CA,65.282,-126.8329,14.04,52,40,16.11,scattered clouds
586,Luau,AO,-10.7073,22.2247,64.35,96,99,0.87,overcast clouds
587,San Lorenzo,PY,-25.3333,-57.5333,61.74,82,0,0.0,clear sky
588,Mata,PT,40.683,-7.4592,54.93,92,100,4.18,overcast clouds
589,Miyako,JP,39.6367,141.9525,50.59,95,100,16.35,light rain
590,Ust-Nera,RU,64.5667,143.2,6.26,88,100,3.71,overcast clouds
591,Conversion,PH,15.8984,121.1277,89.64,45,10,2.91,clear sky
592,Sumbe,AO,-11.2061,13.8437,79.11,83,100,4.9,overcast clouds
593,Villarrica,PY,-25.75,-56.4333,58.08,72,0,1.41,clear sky
594,Jawhar,SO,2.7809,45.5005,78.22,84,0,6.44,clear sky
595,Vila Do Maio,CV,15.1333,-23.2167,65.19,75,31,9.08,scattered clouds
596,Brownsville,US,25.9018,-97.4975,75.2,48,0,8.05,clear sky
597,Laguna,US,38.421,-121.4238,79.09,32,0,8.05,clear sky
598,Ekibastuz,KZ,51.6667,75.3667,28.49,89,100,12.62,overcast clouds
599,The Valley,AI,18.217,-63.0578,77.09,73,3,19.19,clear sky
600,Bolivar,US,37.6145,-93.4105,45.9,59,8,9.06,clear sky
601,Evensk,RU,61.95,159.2333,17.82,60,100,2.62,overcast clouds
602,Narsaq,GL,60.9167,-46.05,28.62,81,2,7.29,clear sky
603,Cuiaba,BR,-15.5961,-56.0967,75.13,94,75,5.75,thunderstorm with light rain
604,Paramonga,PE,-10.6667,-77.8333,70.88,82,98,7.45,overcast clouds
605,Bria,CF,6.5423,21.9863,73.42,38,100,2.95,overcast clouds
606,Stephenville,US,32.2207,-98.2023,69.93,19,0,9.22,clear sky
607,Lhokseumawe,ID,5.1801,97.1507,82.24,76,9,3.11,clear sky
608,Khanewal,PK,30.3,71.9333,71.49,24,0,5.08,clear sky
609,Puerto Wilches,CO,7.3483,-73.896,77.2,88,33,2.13,scattered clouds
610,Takoradi,GH,4.8845,-1.7554,80.19,87,70,5.97,light rain
611,Yala,TH,6.3333,101.25,82.9,75,7,0.83,clear sky
612,Japura,ID,-0.3167,102.35,85.5,67,47,0.96,scattered clouds
613,Myitkyina,MM,25.3833,97.4,72.46,66,99,2.17,overcast clouds
614,Havoysund,NO,70.9963,24.6622,25.03,79,100,24.05,light snow
615,Canovanas,PR,18.3777,-65.9063,77.0,84,20,6.91,few clouds
616,Dvinskoy,RU,62.1535,45.1175,25.02,91,100,11.77,overcast clouds
617,Disraeli,CA,45.9001,-71.3491,36.21,94,100,2.64,overcast clouds
618,Tomatlan,MX,19.9333,-105.25,64.02,77,5,1.52,clear sky
619,Azuaga,ES,38.2667,-5.6833,44.96,92,100,5.75,overcast clouds
620,Katherine,AU,-14.4667,132.2667,89.92,48,40,3.44,scattered clouds
621,Robe,AU,-37.1833,139.75,65.64,67,0,8.63,clear sky
622,Kuching,MY,1.55,110.3333,82.62,78,20,5.01,few clouds
623,Traverse City,US,44.7631,-85.6206,37.62,91,100,4.0,overcast clouds
624,Kirksville,US,40.1948,-92.5833,45.05,46,0,1.99,clear sky
625,Balintore,GB,57.7556,-3.9123,41.95,89,14,6.8,few clouds
626,Concepcion Del Oro,MX,24.6333,-101.4167,54.95,13,31,2.75,scattered clouds
627,Zlitan,LY,32.4674,14.5687,56.59,63,0,20.02,clear sky
628,Puerto Escondido,MX,15.85,-97.0667,81.43,74,75,3.44,broken clouds
629,Port-Cartier,CA,50.0334,-66.8654,27.75,96,100,24.67,snow
630,Rincon,US,32.296,-81.2354,62.56,50,0,10.36,clear sky
631,Baturaja,ID,-4.1333,104.1667,82.08,82,21,0.56,light rain
632,Ghanzi,BW,-21.5667,21.7833,63.27,89,2,5.93,light rain
633,Yulara,AU,-25.2406,130.9889,78.64,29,8,12.66,clear sky
634,Macklin,CA,52.3334,-109.9348,34.14,85,52,9.42,broken clouds
635,Langenburg,DE,49.2544,9.8458,45.91,65,0,3.44,clear sky
636,Shelburne,CA,44.0787,-80.2041,34.75,97,76,9.35,broken clouds
637,Pangody,RU,65.85,74.4859,6.13,92,100,22.24,overcast clouds
638,Yanam,IN,16.7333,82.2167,80.4,79,67,2.8,broken clouds
639,Malibu,US,34.005,-118.8101,83.25,62,98,7.58,overcast clouds
640,Impfondo,CG,1.6381,18.0667,72.03,85,100,2.42,overcast clouds
641,Gaoual,GN,11.75,-13.2,78.8,51,2,4.65,clear sky
642,Mecca,SA,21.4267,39.8261,60.17,54,0,10.76,clear sky
643,Champerico,GT,14.3,-91.9167,82.87,67,96,3.51,overcast clouds
644,Jati,PK,24.3539,68.2671,75.52,60,0,8.28,clear sky
645,Irbil,IQ,36.1926,44.0106,49.82,66,40,9.22,scattered clouds
646,Alta Floresta,BR,-9.8756,-56.0861,72.12,95,85,1.1,overcast clouds
647,Clonmel,IE,52.355,-7.7039,48.42,77,5,3.78,clear sky
648,Uige,AO,-7.6087,15.0613,67.08,97,100,2.44,overcast clouds
649,Puerto Madryn,AR,-42.7692,-65.0385,57.43,59,41,12.62,scattered clouds
650,Le Port,RE,-20.9373,55.2919,74.61,80,34,3.15,scattered clouds
651,Seoul,KR,37.5683,126.9778,52.99,90,100,8.05,light rain
652,Korla,CN,41.7597,86.1469,43.63,57,1,6.04,clear sky
653,Ndjole,GA,-0.1783,10.7649,75.54,98,100,1.21,overcast clouds
654,Oussouye,SN,12.485,-16.5469,68.97,69,0,8.84,clear sky
655,Mayakonda,IN,14.2833,76.0833,74.21,81,6,2.82,clear sky
656,Sayyan,YE,15.1718,44.3244,57.76,32,0,2.53,clear sky
657,Marinette,US,45.1,-87.6307,34.25,100,100,10.36,light snow
658,Aksarka,RU,66.5606,67.7975,-0.74,96,93,5.21,overcast clouds
659,Auki,SB,-8.7676,160.7034,82.9,79,92,4.43,overcast clouds
660,Gurgentepe,TR,40.7883,37.6017,30.09,90,71,5.59,broken clouds
661,Galesong,ID,-5.3166,119.3661,86.02,75,100,2.73,overcast clouds
662,Middelburg,ZA,-25.7751,29.4648,56.77,93,100,4.07,overcast clouds
663,Alenquer,BR,-1.9417,-54.7383,75.54,89,23,3.42,few clouds
664,Kuusamo,FI,65.9667,29.1833,21.24,86,100,12.66,light snow
665,Ntcheu,MW,-14.8203,34.6359,63.93,89,74,0.63,broken clouds
666,Sabancuy,MX,18.9667,-91.1833,71.92,55,14,12.21,few clouds
667,Vanavara,RU,60.34,102.2797,16.75,91,92,4.81,overcast clouds
668,Tateyama,JP,34.9833,139.8667,64.33,80,100,25.93,light rain
669,Adilcevaz,TR,38.8039,42.7342,25.59,86,100,5.41,light snow
670,Solnechnyy,RU,50.7214,136.6319,30.04,86,100,7.02,overcast clouds
671,Pahrump,US,36.2083,-115.9839,84.25,15,99,5.64,overcast clouds
672,Asuncion,PY,-25.3007,-57.6359,62.04,82,0,0.0,clear sky
673,Businga,CD,3.3333,20.8833,70.16,97,98,0.72,overcast clouds
674,Robertsport,LR,6.7533,-11.3686,79.86,82,100,5.26,moderate rain
675,Tenenkou,ML,14.4572,-4.9169,87.76,32,60,3.85,broken clouds
676,Santo Domingo,DO,18.5001,-69.9886,74.84,94,20,5.75,few clouds
677,Karratha,AU,-20.7377,116.8463,89.31,55,24,7.54,few clouds
678,Dzaoudzi,YT,-12.7887,45.2699,80.49,89,0,5.75,clear sky
679,Grand Gaube,MU,-20.0064,57.6608,76.37,87,6,11.36,clear sky
680,Neiafu,TO,-18.65,-173.9833,81.28,83,100,8.05,overcast clouds
681,Venice,US,27.0998,-82.4543,70.99,60,100,12.66,overcast clouds
682,Kloulklubed,PW,7.0419,134.2556,82.9,77,63,16.2,broken clouds
683,Great Yarmouth,GB,52.6083,1.7305,41.41,73,0,4.81,clear sky
684,Burgas,BG,42.5061,27.4678,39.31,81,6,8.05,clear sky
685,Yaan,NG,7.3833,8.5667,78.55,49,80,5.41,broken clouds
686,Kandrian,PG,-6.2167,149.55,89.91,57,77,7.94,broken clouds
687,Jamame,SO,0.0722,42.7506,79.14,86,34,5.46,scattered clouds
688,Baft,IR,29.234,56.6057,51.8,37,0,8.12,clear sky
